Angle,X,Y,Z
163.6728116084261,4.262294382765248,-2.195923701758996,4.255816731727611
163.7885678826613,3.1144859106558656,-1.6045755679518823,3.109752649393471
163.7885678826613,3.1144859106558656,-1.5998423066894871,3.109752649393471
163.6728116084261,4.262294382765248,-2.195923701758996,4.255816731727611
163.55703855730965,6.78646281555024,-3.496369140534242,6.776149042274327
163.55703855730965,6.78646281555024,-3.496369140534242,6.776149042274327
163.44124860379108,16.783462995684854,-8.672306107192782,16.732449430348424
163.44124860379108,16.783462995684854,-8.672306107192782,16.732449430348424
163.55703855730965,6.78646281555024,-3.5066829138101543,6.776149042274327
163.7885678826613,3.1144859106558656,-1.6093088292142772,3.109752649393471
163.7885678826613,3.1144859106558656,-1.6045755679518823,3.109752649393471
163.7885678826613,3.1144859106558656,-1.5998423066894871,3.1144859106558656
163.6728116084261,4.262294382765248,-2.1894460507213584,4.262294382765248
163.55703855730965,6.78646281555024,-3.496369140534242,6.776149042274327
163.55703855730965,6.78646281555024,-3.48605536725833,6.776149042274327
163.6728116084261,4.262294382765248,-2.1829683996837215,4.262294382765248
163.7885678826613,3.1192191719182607,-1.5951090454270922,3.1144859106558656
163.6728116084261,4.268772033802885,-2.1894460507213584,4.255816731727611
163.6728116084261,4.268772033802885,-2.1894460507213584,4.255816731727611
163.6728116084261,4.268772033802885,-2.1894460507213584,4.255816731727611
163.55703855730965,6.796776588826152,-3.496369140534242,6.765835268998416
163.55703855730965,6.796776588826152,-3.496369140534242,6.765835268998416
163.6728116084261,4.268772033802885,-2.1894460507213584,4.255816731727611
163.6728116084261,4.268772033802885,-2.1894460507213584,4.255816731727611
163.55703855730965,6.796776588826152,-3.496369140534242,6.765835268998416
163.55703855730965,6.796776588826152,-3.48605536725833,6.776149042274327
163.6728116084261,4.268772033802885,-2.1894460507213584,4.255816731727611
163.6728116084261,4.268772033802885,-2.195923701758996,4.249339080689974
163.55703855730965,6.796776588826152,-3.496369140534242,6.765835268998416
163.55703855730965,6.78646281555024,-3.496369140534242,6.765835268998416
163.55703855730965,6.78646281555024,-3.5066829138101543,6.765835268998416
163.55703855730965,6.78646281555024,-3.496369140534242,6.776149042274327
163.55703855730965,6.78646281555024,-3.48605536725833,6.78646281555024
163.6728116084261,4.262294382765248,-2.1829683996837215,4.262294382765248
163.6728116084261,4.262294382765248,-2.1829683996837215,4.262294382765248
