Time(ms),AccX(0)[G],AccY(0)[G],AccZ(0)[G],GyrX(0)[deg/s],GyrY(0)[deg/s],GyrZ(0)[deg/s],MagX(0)[uT],MagY(0)[uT],MagZ(0)[uT],Roll(0)[deg],Pitch(0)[deg],Yaw(0)[deg],Qw(0),Qx(0),Qy(0),Qz(0),
0.000000,0.664,0.629,0.097,-13.40,-3.40,-14.40,-9.20,-74.20,21.60,82.66,-39.49,61.54,0.493,0.664,0.100,0.553,
0.000000,0.688,0.640,0.085,-11.30,0.00,-0.60,-8.70,-74.20,21.20,82.46,-39.28,61.45,0.496,0.663,0.100,0.552,
0.000000,0.668,0.648,0.089,-13.50,-1.20,7.30,-6.00,-74.30,21.30,82.22,-39.32,61.45,0.497,0.662,0.098,0.553,
0.000000,0.676,0.652,0.077,-11.80,-1.50,7.40,-6.10,-74.60,21.00,81.95,-39.63,61.44,0.497,0.661,0.095,0.554,
0.000000,0.681,0.699,0.101,-5.70,-1.60,3.70,-6.20,-74.60,21.20,81.75,-39.76,61.43,0.498,0.660,0.093,0.554,
0.000000,0.650,0.815,0.132,4.20,-1.30,0.60,-6.20,-74.70,21.40,81.70,-39.84,61.40,0.498,0.660,0.092,0.555,
0.000000,0.662,0.830,0.128,9.00,-0.80,-0.70,-6.20,-74.90,21.10,81.84,-39.85,61.37,0.497,0.661,0.093,0.554,
0.000000,0.650,0.822,0.121,4.00,-1.20,-0.60,-6.20,-74.70,21.60,82.03,-39.84,61.34,0.496,0.662,0.094,0.554,
0.000000,0.649,0.728,0.117,-5.40,-2.80,-0.50,-6.60,-74.40,21.30,82.08,-39.81,61.30,0.496,0.662,0.094,0.554,
0.000000,0.669,0.708,0.093,-7.50,-3.50,-0.70,-6.20,-74.50,21.20,82.00,-39.80,61.22,0.497,0.662,0.093,0.554,
0.000000,0.654,0.795,0.125,0.70,-2.80,-0.10,-6.20,-74.60,21.60,81.94,-39.81,61.13,0.498,0.662,0.092,0.553,
0.000000,0.642,0.799,0.117,5.70,-1.80,1.00,-6.00,-74.60,21.30,82.03,-39.82,61.06,0.498,0.662,0.092,0.553,
0.000000,0.654,0.767,0.117,1.70,-0.50,1.00,-6.40,-74.30,21.20,82.16,-39.85,61.03,0.497,0.663,0.092,0.553,
0.000000,0.661,0.735,0.097,-2.30,0.20,0.10,-6.30,-74.70,21.40,82.15,-39.87,61.04,0.497,0.663,0.092,0.553,
0.000000,0.657,0.755,0.117,0.10,0.00,0.00,-6.20,-74.30,21.40,82.10,-39.87,61.04,0.497,0.662,0.092,0.553,
0.000000,0.650,0.791,0.125,5.10,-0.20,0.50,-6.10,-74.70,21.50,82.12,-39.86,61.05,0.497,0.662,0.092,0.553,
0.000000,0.650,0.811,0.121,4.20,-0.50,1.30,-6.30,-74.60,21.40,82.23,-39.87,61.04,0.496,0.663,0.093,0.553,
0.000000,0.677,0.723,0.101,-0.80,-0.90,0.80,-6.00,-74.50,21.60,82.30,-39.90,61.03,0.496,0.663,0.093,0.553,
0.000000,0.661,0.727,0.101,0.00,-0.10,-0.60,-6.10,-74.30,21.60,82.28,-39.96,61.01,0.496,0.663,0.092,0.553,
0.000000,0.646,0.791,0.121,5.90,0.00,-0.70,-6.10,-74.20,21.30,82.31,-39.95,61.01,0.496,0.663,0.092,0.553,
0.000000,0.654,0.795,0.109,7.40,-0.60,-0.20,-6.10,-74.20,21.70,82.44,-39.92,61.01,0.495,0.664,0.093,0.553,
0.000000,0.673,0.739,0.089,3.70,-0.80,-0.60,-5.90,-74.30,21.90,82.59,-39.92,60.99,0.494,0.665,0.094,0.552,
0.000000,0.665,0.747,0.101,1.90,-0.20,-0.80,-6.40,-74.20,21.40,82.66,-39.90,60.97,0.494,0.665,0.094,0.552,
0.000000,0.665,0.747,0.093,4.70,-0.50,-0.10,-6.30,-74.20,21.60,82.71,-39.92,60.97,0.494,0.665,0.094,0.552,
0.000000,0.676,0.656,0.070,7.50,-1.20,0.00,-6.20,-74.20,21.60,82.83,-39.92,60.95,0.493,0.666,0.095,0.552,
0.000000,0.680,0.636,0.077,11.80,-1.60,-0.70,-6.20,-73.90,22.40,83.03,-39.99,60.91,0.492,0.667,0.095,0.552,
0.000000,0.661,0.727,0.117,16.80,-0.50,0.30,-6.70,-74.10,22.40,83.32,-39.98,60.87,0.490,0.668,0.096,0.552,
0.000000,0.654,0.866,0.082,14.50,-1.90,4.40,-5.80,-73.60,22.50,83.66,-40.01,60.85,0.488,0.669,0.098,0.551,
0.000000,0.666,0.791,0.093,12.90,-2.40,5.80,-6.30,-73.00,22.60,83.97,-40.10,60.81,0.486,0.671,0.098,0.551,
0.000000,0.653,0.747,0.078,15.10,-1.30,2.70,-6.20,-73.30,22.60,84.26,-40.21,60.77,0.484,0.672,0.099,0.551,
0.000000,0.665,0.747,0.097,13.70,-1.70,1.10,-6.40,-72.60,22.90,84.58,-40.26,60.74,0.482,0.674,0.100,0.551,
0.000000,0.685,0.759,0.073,4.40,-2.80,3.60,-6.30,-72.80,22.60,84.85,-40.29,60.69,0.481,0.675,0.101,0.551,
0.000000,0.657,0.700,0.066,-1.90,-3.80,6.80,-6.70,-72.90,23.00,84.94,-40.39,60.62,0.480,0.676,0.100,0.551,
0.000000,0.672,0.672,0.070,2.40,-2.80,6.60,-6.50,-73.10,23.00,84.96,-40.57,60.55,0.479,0.676,0.098,0.551,
0.000000,0.689,0.735,0.077,5.30,-1.00,7.20,-7.00,-72.60,23.00,85.06,-40.71,60.50,0.478,0.677,0.098,0.551,
0.000000,0.685,0.751,0.073,2.60,0.60,10.00,-6.50,-71.90,23.20,85.14,-40.88,60.51,0.477,0.677,0.097,0.552,
0.000000,0.653,0.656,0.055,1.80,0.20,9.60,-7.00,-71.60,23.60,85.15,-41.09,60.55,0.476,0.677,0.096,0.553,
0.000000,0.668,0.672,0.066,9.70,0.90,7.10,-7.40,-72.00,23.10,85.20,-41.26,60.58,0.475,0.678,0.096,0.553,
0.000000,0.712,0.727,0.073,13.90,2.90,8.50,-7.10,-71.80,23.70,85.38,-41.43,60.64,0.472,0.679,0.096,0.554,
0.000000,0.716,0.675,0.045,3.40,1.80,12.00,-7.70,-71.30,23.40,85.56,-41.61,60.74,0.470,0.680,0.096,0.555,
0.000000,0.707,0.604,0.061,-0.50,1.30,12.70,-8.00,-71.10,24.00,85.53,-41.91,60.82,0.468,0.680,0.095,0.556,
0.000000,0.700,0.668,0.065,4.60,1.90,15.60,-8.30,-70.90,23.90,85.50,-42.17,60.89,0.467,0.680,0.093,0.558,
0.000000,0.712,0.754,0.065,6.20,1.90,19.50,-8.50,-71.10,24.10,85.55,-42.50,60.97,0.465,0.680,0.092,0.559,
0.000000,0.720,0.715,0.049,3.00,1.80,18.30,-8.50,-71.00,24.30,85.59,-42.90,61.07,0.462,0.681,0.090,0.561,
0.000000,0.731,0.643,0.057,1.10,2.10,14.90,-8.70,-70.80,24.50,85.58,-43.24,61.16,0.460,0.681,0.088,0.563,
0.000000,0.735,0.655,0.080,1.80,0.70,16.70,-9.30,-70.10,23.70,85.52,-43.59,61.26,0.458,0.681,0.087,0.564,
0.000000,0.728,0.722,0.064,-1.10,-2.70,23.40,-9.60,-70.00,24.10,85.52,-43.95,61.30,0.456,0.682,0.085,0.566,
0.000000,0.705,0.758,0.073,-4.20,-4.30,26.80,-9.70,-69.90,24.80,85.51,-44.45,61.25,0.454,0.682,0.081,0.567,
0.000000,0.701,0.782,0.081,-2.20,-2.80,25.20,-9.90,-69.80,24.90,85.45,-44.97,61.21,0.452,0.683,0.077,0.569,
0.000000,0.733,0.801,0.068,-3.00,-2.00,22.70,-10.40,-67.10,24.80,85.43,-45.46,61.19,0.450,0.683,0.074,0.571,
0.000000,0.720,0.766,0.057,-6.20,-1.90,19.80,-10.30,-66.70,25.10,85.36,-45.86,61.18,0.448,0.683,0.071,0.572,
0.000000,0.755,0.698,0.075,-2.40,-1.20,16.20,-10.30,-66.70,25.10,85.25,-46.24,61.17,0.447,0.683,0.068,0.573,
0.000000,0.763,0.718,0.063,1.10,-1.60,16.30,-11.00,-68.90,25.00,85.22,-46.56,61.18,0.446,0.683,0.066,0.574,
0.000000,0.744,0.766,0.052,-2.80,-4.00,19.50,-11.00,-68.90,25.00,85.24,-46.91,61.16,0.444,0.684,0.064,0.575,
0.000000,0.720,0.667,0.049,-5.90,-4.40,18.30,-11.00,-68.90,25.30,85.22,-47.31,61.08,0.443,0.684,0.061,0.577,
0.000000,0.755,0.619,0.064,-2.80,-1.90,13.70,-10.70,-69.30,25.20,85.16,-47.66,61.01,0.442,0.684,0.058,0.577,
0.000000,0.759,0.675,0.071,1.80,-0.40,15.00,-10.40,-69.00,25.80,85.13,-47.94,61.00,0.440,0.684,0.056,0.578,
0.000000,0.756,0.742,0.064,-0.20,-1.50,19.70,-10.80,-68.80,25.50,85.15,-48.26,61.03,0.439,0.685,0.054,0.580,
0.000000,0.759,0.667,0.056,-4.20,-2.90,19.20,-10.60,-68.50,25.30,85.12,-48.64,61.02,0.437,0.685,0.052,0.581,
0.000000,0.774,0.583,0.063,-1.00,-2.20,14.90,-10.70,-68.50,25.80,85.08,-49.00,60.98,0.435,0.685,0.049,0.582,
0.000000,0.802,0.642,0.078,1.40,-1.80,15.90,-10.70,-69.90,26.00,85.07,-49.33,60.97,0.434,0.685,0.047,0.583,
0.000000,0.802,0.658,0.039,-1.90,-2.90,20.20,-11.00,-74.30,26.20,85.10,-49.88,60.94,0.431,0.686,0.043,0.585,
0.000000,0.754,0.592,0.060,-3.10,-3.10,19.00,-10.70,-68.20,26.10,85.06,-50.28,60.89,0.430,0.686,0.040,0.586,
0.000000,0.794,0.587,0.067,2.30,-1.90,16.20,-11.40,-65.50,25.90,85.08,-50.63,60.88,0.428,0.687,0.038,0.587,
0.000000,0.826,0.626,0.074,4.40,-1.70,18.50,-10.90,-68.20,26.30,85.18,-50.99,60.87,0.425,0.687,0.036,0.588,
0.000000,0.822,0.638,0.043,0.30,-2.70,21.60,-14.70,-68.10,25.90,85.22,-51.43,60.85,0.423,0.688,0.034,0.589,
0.000000,0.786,0.567,0.048,-0.70,-2.80,20.60,-13.80,-68.10,26.50,85.23,-51.85,60.81,0.421,0.688,0.031,0.590,
0.000000,0.805,0.555,0.063,1.10,-1.40,19.00,-11.30,-68.10,25.70,85.26,-52.24,60.80,0.419,0.688,0.028,0.591,
0.000000,0.853,0.602,0.069,-1.00,-0.70,21.20,-10.70,-68.10,25.70,85.20,-52.68,60.85,0.417,0.688,0.026,0.593,
0.000000,0.849,0.566,0.038,-5.30,-1.90,24.30,-10.90,-68.20,25.80,85.10,-53.16,60.87,0.415,0.688,0.022,0.595,
0.000000,0.789,0.536,0.055,-3.20,-2.40,24.20,-10.70,-68.10,25.20,85.02,-53.68,60.86,0.413,0.688,0.018,0.596,
0.000000,0.814,0.607,0.070,1.10,-1.60,23.90,-10.70,-67.70,25.40,85.02,-54.16,60.87,0.410,0.689,0.015,0.598,
0.000000,0.869,0.649,0.057,0.00,-1.20,25.80,-10.80,-68.30,25.50,85.01,-54.67,60.90,0.407,0.689,0.012,0.599,
0.000000,0.864,0.578,0.042,-3.70,-1.40,25.50,-10.80,-68.20,24.80,84.92,-55.18,60.93,0.405,0.689,0.009,0.601,
0.000000,0.829,0.543,0.058,-2.50,0.00,22.10,-11.10,-67.70,24.60,84.81,-55.64,60.99,0.403,0.689,0.006,0.603,
0.000000,0.844,0.539,0.065,1.70,1.20,19.90,-11.10,-67.60,24.50,84.73,-56.05,61.10,0.401,0.689,0.003,0.604,
0.000000,0.864,0.546,0.049,3.20,0.50,21.40,-10.90,-67.60,24.40,84.71,-56.47,61.20,0.398,0.689,0.001,0.606,
0.000000,0.876,0.511,0.041,0.00,-1.10,23.30,-11.80,-67.60,23.90,84.69,-56.92,61.25,0.396,0.689,-0.001,0.607,
0.000000,0.867,0.471,0.061,2.00,-2.00,23.90,-11.30,-66.90,23.90,84.70,-57.46,61.26,0.393,0.689,-0.005,0.609,
0.000000,0.875,0.471,0.053,3.40,-2.90,26.10,-11.50,-66.70,23.20,84.78,-57.97,61.24,0.390,0.690,-0.008,0.610,
0.000000,0.896,0.558,0.041,1.00,-4.30,30.50,-11.60,-66.30,22.80,84.86,-58.57,61.19,0.386,0.690,-0.011,0.612,
0.000000,0.872,0.570,0.069,1.10,-3.10,32.70,-11.60,-66.00,22.70,84.90,-59.22,61.16,0.383,0.691,-0.015,0.613,
0.000000,0.868,0.542,0.069,-0.40,-1.70,30.00,-11.80,-65.70,22.10,84.88,-59.84,61.19,0.379,0.691,-0.019,0.615,
0.000000,0.879,0.491,0.053,-5.80,-2.80,26.40,-11.90,-65.60,21.70,84.74,-60.35,61.24,0.377,0.691,-0.023,0.617,
0.000000,0.891,0.491,0.037,-7.10,-4.20,25.20,-11.90,-65.30,22.00,84.65,-60.86,61.17,0.375,0.690,-0.027,0.618,
0.000000,0.887,0.471,0.053,-0.60,-3.10,25.60,-11.70,-64.90,21.60,84.64,-61.40,61.13,0.373,0.690,-0.031,0.619,
0.000000,0.911,0.479,0.056,2.90,-1.20,25.60,-12.20,-64.00,21.30,84.66,-61.91,61.16,0.370,0.691,-0.034,0.621,
0.000000,0.903,0.491,0.064,1.80,-0.70,25.60,-12.30,-64.00,21.00,84.65,-62.17,61.19,0.368,0.691,-0.035,0.622,
0.000000,0.903,0.491,0.064,1.80,-0.70,25.60,-12.30,-64.00,21.00,84.65,-62.17,61.19,0.368,0.691,-0.035,0.622,
0.000000,0.898,0.388,0.057,-4.00,-1.90,24.60,-12.80,-62.80,20.10,84.35,-63.44,61.28,0.362,0.690,-0.044,0.625,
0.000000,0.903,0.451,0.056,3.40,-0.90,25.30,-13.00,-62.00,19.60,84.28,-63.97,61.39,0.359,0.690,-0.047,0.627,
0.000000,0.931,0.502,0.044,2.50,-2.40,28.10,-13.30,-61.90,19.50,84.31,-64.52,61.43,0.356,0.690,-0.050,0.628,
0.000000,0.935,0.486,0.036,-3.20,-4.20,28.20,-13.60,-61.20,19.70,84.32,-65.09,61.37,0.353,0.690,-0.054,0.629,
0.000000,0.925,0.352,0.052,-0.30,-3.60,24.70,-13.80,-60.30,19.90,84.35,-65.58,61.30,0.351,0.690,-0.058,0.630,
0.000000,0.933,0.328,0.052,8.40,-1.80,22.50,-14.10,-59.90,19.40,84.48,-66.04,61.31,0.347,0.691,-0.060,0.632,
0.000000,0.946,0.427,0.051,6.20,-2.10,25.50,-14.40,-59.30,19.10,84.58,-66.56,61.36,0.343,0.691,-0.062,0.633,
0.000000,0.958,0.415,0.032,-3.60,-3.60,29.20,-14.30,-58.70,19.10,84.58,-67.13,61.33,0.340,0.691,-0.066,0.634,
0.000000,0.933,0.336,0.032,-5.50,-3.40,28.90,-14.30,-57.50,18.60,84.51,-67.72,61.28,0.338,0.691,-0.070,0.636,
0.000000,0.933,0.332,0.036,2.70,-0.90,26.40,-14.40,-57.10,18.90,84.45,-68.30,61.35,0.335,0.690,-0.074,0.637,
0.000000,1.016,0.339,-0.175,6.60,2.10,27.10,-14.80,-56.70,19.30,84.37,-68.83,61.57,0.331,0.690,-0.076,0.639,
0.000000,0.941,0.723,0.378,9.90,5.10,29.20,-15.70,-55.70,19.00,83.88,-69.29,62.26,0.327,0.689,-0.078,0.642,
0.000000,0.925,0.257,-0.021,-8.60,-6.90,26.20,-15.70,-55.20,19.10,83.83,-69.84,62.26,0.325,0.689,-0.081,0.643,
0.000000,0.013,0.883,0.600,6.00,-8.60,22.70,-15.40,-54.20,19.50,84.21,-70.35,61.74,0.322,0.690,-0.086,0.643,
0.000000,0.893,0.222,0.115,69.10,23.00,-1.80,-16.00,-53.70,19.20,84.46,-70.39,62.69,0.315,0.691,-0.079,0.646,
0.000000,1.006,0.153,-0.019,17.80,8.00,14.90,-15.80,-53.70,19.60,84.29,-70.50,63.63,0.310,0.691,-0.075,0.648,
0.000000,0.972,0.300,0.027,-20.90,-9.30,30.90,-16.70,-53.10,19.20,84.20,-71.09,63.39,0.309,0.691,-0.080,0.649,
0.000000,0.953,0.308,0.047,-19.40,-9.20,32.50,-16.50,-52.60,19.40,84.15,-71.76,63.00,0.308,0.690,-0.087,0.649,
0.000000,0.929,0.308,0.025,-14.50,-8.50,29.30,-16.50,-52.20,20.00,84.18,-72.38,62.64,0.306,0.690,-0.093,0.649,
0.000000,0.960,0.260,0.016,-4.80,-5.50,24.40,-16.60,-51.60,20.50,84.21,-72.89,62.44,0.304,0.690,-0.097,0.650,
0.000000,0.988,0.268,0.066,5.90,-1.50,22.40,-16.80,-51.50,20.20,84.29,-73.34,62.44,0.301,0.690,-0.100,0.651,
0.000000,0.984,0.288,0.027,0.70,-3.00,26.70,-17.40,-50.80,20.50,84.27,-73.85,62.52,0.298,0.690,-0.103,0.652,
0.000000,0.945,0.328,0.024,-8.80,-4.70,31.10,-17.40,-50.80,20.50,84.24,-74.46,62.40,0.295,0.689,-0.107,0.653,
0.000000,0.937,0.332,0.028,-6.70,-2.50,30.00,-17.70,-51.10,20.30,84.09,-75.08,62.39,0.292,0.689,-0.112,0.654,
0.000000,0.965,0.351,0.043,-3.60,-0.50,26.00,-17.70,-51.10,20.30,83.87,-75.52,62.55,0.290,0.688,-0.115,0.655,
0.000000,0.953,0.336,0.043,-6.50,0.10,23.50,-18.00,-48.80,20.40,83.54,-75.99,62.77,0.288,0.687,-0.119,0.656,
0.000000,0.941,0.276,0.013,-10.60,-1.70,22.10,-18.10,-49.20,20.20,83.22,-76.37,62.89,0.287,0.686,-0.122,0.657,
0.000000,0.952,0.280,0.044,-3.10,-1.70,20.00,-18.60,-48.60,20.30,83.06,-76.78,62.94,0.285,0.686,-0.125,0.657,
0.000000,0.984,0.300,0.051,7.20,0.00,19.30,-20.30,-48.80,20.70,82.99,-77.17,63.12,0.283,0.686,-0.127,0.659,
0.000000,0.968,0.288,0.016,2.50,-1.20,19.60,-16.50,-48.70,21.10,82.85,-77.50,63.36,0.280,0.686,-0.128,0.660,
0.000000,0.963,0.189,0.005,-4.30,-3.20,18.10,-16.50,-48.10,20.90,82.83,-77.88,63.30,0.278,0.685,-0.131,0.660,
0.000000,0.987,0.181,0.035,2.90,-1.30,16.40,-19.20,-47.90,21.20,82.74,-78.22,63.40,0.276,0.685,-0.133,0.661,
0.000000,0.995,0.228,0.046,7.60,0.00,18.70,-19.00,-48.10,21.70,82.68,-78.57,63.61,0.273,0.685,-0.135,0.662,
0.000000,0.995,0.216,0.008,0.20,-1.60,21.80,-19.20,-47.40,20.60,82.56,-79.00,63.79,0.271,0.685,-0.137,0.663,
0.000000,0.986,0.126,0.008,-5.10,-2.90,19.20,-19.40,-46.90,20.60,82.53,-79.39,63.72,0.269,0.684,-0.140,0.663,
0.000000,0.998,0.066,0.039,3.70,-0.60,14.60,-19.20,-46.60,20.60,82.48,-79.70,63.79,0.267,0.684,-0.142,0.664,
0.000000,1.006,0.149,0.070,7.50,0.80,17.00,-19.70,-49.40,21.10,82.02,-80.09,64.41,0.264,0.684,-0.143,0.665,
0.000000,0.999,0.173,0.004,-5.10,-1.50,22.90,-20.10,-52.20,21.10,81.73,-80.53,64.68,0.261,0.683,-0.146,0.666,
0.000000,0.998,0.110,0.004,-8.60,-2.90,23.50,-19.70,-45.30,21.60,81.46,-81.00,64.77,0.260,0.683,-0.150,0.666,
0.000000,1.010,0.121,0.038,4.30,-1.70,22.30,-19.80,-45.00,21.60,81.37,-81.53,64.87,0.256,0.682,-0.153,0.667,
0.000000,1.003,0.189,0.046,7.00,-1.30,24.00,-20.90,-44.80,21.40,81.21,-82.00,65.19,0.253,0.682,-0.155,0.668,
0.000000,0.990,0.102,-0.003,-5.60,-2.20,24.60,-22.80,-45.20,21.90,80.95,-82.44,65.40,0.250,0.682,-0.158,0.669,
0.000000,0.986,0.066,0.031,-7.30,-1.30,22.40,-21.10,-44.80,21.80,80.48,-82.90,65.72,0.249,0.681,-0.162,0.670,
0.000000,0.995,0.173,0.043,0.90,-0.20,23.10,-20.50,-44.60,21.60,79.88,-83.35,66.31,0.246,0.680,-0.165,0.671,
0.000000,0.991,0.185,0.004,-2.40,-1.60,25.00,-20.50,-44.10,21.80,79.08,-83.76,67.09,0.244,0.680,-0.167,0.672,
0.000000,1.002,0.094,0.015,-6.20,-2.60,22.00,-20.70,-44.00,22.10,78.59,-84.22,67.47,0.242,0.679,-0.171,0.672,
0.000000,0.962,0.086,0.028,0.10,-1.40,19.40,-21.00,-43.40,22.10,77.99,-84.62,68.03,0.239,0.678,-0.173,0.673,
0.000000,0.975,0.142,0.035,3.90,-1.30,21.70,-21.20,-43.50,22.00,77.34,-85.04,68.75,0.237,0.678,-0.175,0.673,
0.000000,1.018,0.137,0.019,3.60,-1.50,22.80,-21.30,-43.00,21.60,76.54,-85.49,69.63,0.233,0.678,-0.178,0.674,
0.000000,0.994,0.121,0.031,2.00,-0.40,20.00,-21.80,-42.80,21.80,75.48,-85.85,70.75,0.231,0.677,-0.180,0.675,
0.000000,0.955,0.086,0.020,-1.30,-0.50,17.80,-21.60,-42.80,21.80,74.20,-86.21,72.02,0.229,0.677,-0.182,0.676,
0.000000,0.974,0.043,0.020,-0.20,-1.20,16.90,-21.60,-41.90,21.70,72.87,-86.54,73.33,0.227,0.676,-0.184,0.676,
0.000000,0.998,0.102,0.031,4.40,-0.60,18.10,-21.80,-41.60,21.80,71.30,-86.88,74.97,0.224,0.676,-0.186,0.677,
0.000000,1.006,0.094,0.023,2.00,-1.30,19.10,-21.90,-41.40,21.70,69.26,-87.25,77.08,0.222,0.675,-0.188,0.678,
0.000000,0.970,0.031,0.016,-3.50,-2.40,17.50,-21.90,-41.50,22.00,67.20,-87.56,79.10,0.220,0.675,-0.190,0.678,
0.000000,0.982,0.027,0.016,-3.40,-2.20,16.20,-22.20,-41.20,21.60,64.86,-87.88,81.36,0.218,0.675,-0.192,0.678,
0.000000,1.006,0.062,0.015,0.30,-0.80,16.80,-22.50,-40.20,22.10,60.98,-88.15,85.23,0.217,0.674,-0.194,0.679,
0.000000,1.001,0.026,0.027,0.90,-0.70,16.20,-22.40,-40.20,21.90,55.53,-88.44,90.70,0.215,0.674,-0.196,0.679,
0.000000,1.028,-0.024,0.015,0.10,-1.00,14.30,-22.60,-40.00,21.80,48.88,-88.68,97.37,0.213,0.673,-0.198,0.680,
0.000000,1.004,-0.075,0.019,0.80,-1.30,12.90,-22.20,-39.60,21.90,38.53,-88.91,107.73,0.211,0.673,-0.200,0.680,
0.000000,0.937,-0.094,0.010,1.70,-2.20,14.30,-22.30,-39.70,22.00,26.38,-89.09,119.90,0.209,0.673,-0.201,0.681,
0.000000,0.974,0.023,0.036,3.80,-2.50,19.50,-22.40,-39.70,22.40,1.51,-89.22,144.84,0.206,0.672,-0.203,0.681,
0.000000,1.010,0.129,0.019,0.60,-1.80,24.10,-22.50,-39.30,22.10,-31.23,-89.14,177.63,0.203,0.672,-0.206,0.682,
0.000000,0.962,0.019,0.001,-7.80,-1.90,19.40,-22.80,-38.80,22.10,-51.44,-88.88,-162.28,0.201,0.671,-0.209,0.682,
0.000000,0.996,-0.083,0.027,-1.10,-0.70,11.70,-23.20,-38.50,22.10,-58.96,-88.69,-154.84,0.200,0.671,-0.211,0.683,
0.000000,1.022,0.093,0.030,9.30,0.70,13.50,-23.10,-37.80,22.30,-63.23,-88.47,-150.41,0.198,0.670,-0.211,0.683,
0.000000,0.974,0.078,-0.002,-1.80,-1.80,17.60,-22.90,-37.70,22.00,-67.41,-88.22,-146.18,0.196,0.670,-0.213,0.684,
0.000000,0.953,-0.130,0.001,-7.70,-2.90,12.50,-22.70,-37.60,22.20,-72.23,-87.98,-141.52,0.195,0.669,-0.216,0.684,
0.000000,0.977,-0.075,0.043,7.40,0.50,8.40,-23.20,-37.40,22.20,-73.79,-87.81,-139.90,0.194,0.669,-0.216,0.684,
0.000000,0.983,0.161,0.039,10.00,0.80,15.00,-23.40,-36.70,22.20,-74.20,-87.52,-139.26,0.191,0.669,-0.216,0.685,
0.000000,0.946,0.059,-0.033,-9.10,-3.30,18.40,-23.70,-37.00,22.30,-77.19,-87.17,-136.35,0.189,0.668,-0.219,0.685,
0.000000,0.913,-0.133,0.014,-6.20,-2.70,10.10,-23.50,-37.10,22.40,-79.76,-86.96,-133.96,0.188,0.668,-0.222,0.685,
0.000000,1.032,-0.017,0.077,12.50,1.00,8.20,-23.80,-36.50,22.20,-80.04,-86.80,-133.52,0.186,0.668,-0.222,0.686,
0.000000,0.967,0.205,0.020,4.60,0.40,16.70,-23.30,-36.40,22.30,-80.37,-86.51,-133.00,0.184,0.667,-0.222,0.687,
0.000000,0.937,-0.055,-0.048,-20.00,-2.70,13.30,-23.20,-36.10,22.80,-81.65,-86.31,-132.03,0.184,0.667,-0.225,0.686,
0.000000,0.951,-0.253,0.006,-7.20,0.50,0.90,-23.30,-36.00,22.60,-82.22,-86.24,-131.72,0.185,0.666,-0.227,0.686,
0.000000,1.027,-0.159,0.062,20.10,2.20,3.30,-23.50,-35.50,22.30,-81.22,-86.07,-132.43,0.183,0.666,-0.226,0.687,
0.000000,0.982,0.106,-0.014,16.50,0.00,15.60,-23.30,-35.30,22.40,-81.17,-85.82,-132.07,0.179,0.666,-0.225,0.688,
0.000000,1.016,-0.127,0.000,-15.10,-2.50,13.40,-23.10,-35.60,22.40,-82.46,-85.52,-130.93,0.178,0.665,-0.228,0.688,
0.000000,0.944,-0.229,0.010,-14.10,-0.60,3.20,-23.50,-35.50,22.40,-83.28,-85.39,-130.45,0.179,0.665,-0.231,0.688,
0.000000,1.028,-0.028,0.077,7.20,1.00,4.60,-23.50,-35.30,22.20,-83.15,-85.32,-130.54,0.178,0.665,-0.231,0.688,
0.000000,1.067,-0.080,-0.001,4.30,-0.70,11.20,-23.60,-34.80,22.70,-83.12,-85.16,-130.42,0.177,0.664,-0.231,0.688,
0.000000,0.991,-0.233,-0.018,-7.20,-2.80,7.40,-24.10,-34.60,22.50,-84.05,-84.99,-129.60,0.176,0.664,-0.233,0.688,
0.000000,0.962,-0.355,0.009,2.60,-1.50,2.80,-24.10,-34.60,22.50,-84.59,-84.92,-129.07,0.176,0.664,-0.234,0.688,
0.000000,1.031,-0.198,0.073,16.30,0.00,11.40,-23.70,-34.50,22.70,-84.58,-84.57,-128.81,0.172,0.664,-0.234,0.689,
0.000000,1.026,0.101,-0.004,0.70,-2.00,27.40,-23.60,-33.50,23.20,-85.14,-84.09,-128.11,0.168,0.663,-0.236,0.690,
0.000000,0.992,-0.134,-0.053,-19.90,-4.40,24.70,-23.70,-33.30,23.20,-87.11,-83.67,-126.47,0.167,0.663,-0.241,0.689,
0.000000,0.932,-0.276,-0.001,1.00,-1.60,11.50,-23.70,-33.10,23.00,-87.81,-83.39,-125.90,0.166,0.662,-0.243,0.689,
0.000000,1.048,-0.037,0.049,25.40,1.60,11.70,-23.50,-32.70,23.30,-87.29,-83.17,-126.00,0.162,0.662,-0.242,0.690,
0.000000,0.992,0.248,0.074,8.70,0.20,23.30,-24.10,-30.00,23.80,-86.73,-82.80,-126.24,0.158,0.662,-0.242,0.692,
0.000000,0.987,-0.217,-0.115,-27.80,-3.90,23.90,-23.60,-29.90,24.00,-87.78,-82.30,-125.58,0.158,0.660,-0.247,0.691,
0.000000,0.982,-0.395,-0.002,-11.80,-1.60,9.20,-23.70,-31.60,23.90,-88.87,-81.82,-124.88,0.157,0.659,-0.253,0.691,
0.000000,1.019,-0.190,0.116,26.70,4.20,8.40,-23.30,-31.30,23.80,-88.12,-81.68,-125.27,0.154,0.659,-0.251,0.692,
0.000000,0.944,0.189,0.079,13.50,1.40,27.90,-23.50,-30.90,24.50,-87.43,-81.22,-125.54,0.149,0.658,-0.251,0.694,
